分隊,網格編號,車程時間
松江,405,14.0
建國,405,11.0
圓山,405,10.0
八德,405,17.0
中崙,405,14.0
東湖,405,21.0
大湖,405,19.0
內湖,405,16.0
民權,405,12.0
建成,405,16.0
延平,405,21.0
大同,405,15.0
山仔后,405,23.0
天母,405,21.0
福安,405,19.0
社子,405,14.0
劍潭,405,12.0
雙溪,405,7.0
後港,405,16.0
陽明山,405,28.0
光明,405,28.0
關渡,405,27.0
石牌,405,21.0
秀山,405,33.0
華山,406,21.0
忠孝,406,18.0
泉州,406,23.0
古亭,406,23.0
城中,406,24.0
雙園,406,31.0
龍山,406,26.0
萬芳,406,29.0
景美,406,28.0
木柵,406,33.0
寶橋,406,34.0
金華,406,20.0
安和,406,23.0
復興,406,22.0
南港,406,24.0
舊莊,406,22.0
成德,406,21.0
信義,406,21.0
永吉,406,20.0
莊敬,406,22.0
大直,406,7.0
松江,406,18.0
建國,406,16.0
圓山,406,14.0
八德,406,19.0
中崙,406,19.0
東湖,406,22.0
大湖,406,20.0
內湖,406,17.0
民權,406,14.0
建成,406,20.0
延平,406,22.0
大同,406,20.0
山仔后,406,17.0
天母,406,24.0
福安,406,24.0
社子,406,19.0
劍潭,406,15.0
雙溪,406,10.0
後港,406,20.0
陽明山,406,22.0
光明,406,30.0
關渡,406,29.0
石牌,406,24.0
秀山,406,27.0
華山,407,22.0
忠孝,407,18.0
泉州,407,23.0
古亭,407,22.0
城中,407,24.0
雙園,407,30.0
龍山,407,28.0
萬芳,407,29.0
景美,407,28.0
木柵,407,32.0
寶橋,407,33.0
金華,407,20.0
安和,407,26.0
復興,407,21.0
南港,407,25.0
舊莊,407,24.0
成德,407,23.0
信義,407,22.0
永吉,407,21.0
莊敬,407,23.0
大直,407,8.0
松江,407,19.0
建國,407,15.0
圓山,407,14.0
八德,407,20.0
中崙,407,18.0
東湖,407,24.0
大湖,407,21.0
內湖,407,19.0
民權,407,15.0
建成,407,21.0
延平,407,25.0
大同,407,20.0
山仔后,407,8.0
天母,407,18.0
福安,407,20.0
社子,407,18.0
劍潭,407,9.0
雙溪,407,4.0
後港,407,15.0
陽明山,407,13.0
光明,407,25.0
關渡,407,23.0
石牌,407,18.0
秀山,407,31.0
華山,408,26.0
忠孝,408,22.0
泉州,408,33.0
古亭,408,30.0
城中,408,28.0
雙園,408,34.0
龍山,408,32.0
萬芳,408,36.0
景美,408,35.0
木柵,408,39.0
寶橋,408,41.0
金華,408,24.0
安和,408,32.0
復興,408,29.0
南港,408,35.0
舊莊,408,33.0
成德,408,32.0
信義,408,31.0
永吉,408,29.0
莊敬,408,32.0
大直,408,17.0
松江,408,23.0
建國,408,21.0
圓山,408,18.0
八德,408,27.0
中崙,408,25.0
東湖,408,30.0
大湖,408,30.0
內湖,408,28.0
民權,408,24.0
建成,408,25.0
延平,408,28.0
大同,408,25.0
山仔后,408,4.0
天母,408,22.0
福安,408,24.0
社子,408,22.0
劍潭,408,13.0
雙溪,408,10.0
後港,408,19.0
陽明山,408,10.0
光明,408,28.0
關渡,408,27.0
石牌,408,22.0
秀山,408,27.0
華山,409,24.0
忠孝,409,20.0
泉州,409,31.0
古亭,409,28.0
城中,409,26.0
雙園,409,33.0
龍山,409,31.0
萬芳,409,35.0
景美,409,34.0
木柵,409,38.0
寶橋,409,39.0
金華,409,23.0
安和,409,31.0
復興,409,27.0
南港,409,33.0
舊莊,409,31.0
成德,409,30.0
信義,409,29.0
永吉,409,28.0
莊敬,409,31.0
大直,409,16.0
松江,409,21.0
建國,409,19.0
圓山,409,16.0
八德,409,25.0
中崙,409,23.0
東湖,409,29.0
大湖,409,29.0
內湖,409,26.0
民權,409,23.0
建成,409,23.0
延平,409,27.0
大同,409,24.0
山仔后,409,3.0
天母,409,20.0
福安,409,23.0
社子,409,20.0
劍潭,409,12.0
雙溪,409,9.0
後港,409,18.0
陽明山,409,8.0
光明,409,24.0
關渡,409,26.0
石牌,409,20.0
秀山,409,26.0
華山,410,26.0
忠孝,410,22.0
泉州,410,33.0
古亭,410,30.0
城中,410,28.0
雙園,410,35.0
龍山,410,32.0
萬芳,410,37.0
景美,410,36.0
木柵,410,39.0
寶橋,410,41.0
金華,410,24.0
安和,410,32.0
復興,410,29.0
南港,410,35.0
舊莊,410,33.0
成德,410,32.0
信義,410,31.0
永吉,410,30.0
莊敬,410,32.0
大直,410,18.0
松江,410,23.0
建國,410,21.0
圓山,410,18.0
八德,410,27.0
中崙,410,25.0
東湖,410,31.0
大湖,410,31.0
內湖,410,28.0
民權,410,25.0
建成,410,25.0
延平,410,29.0
大同,410,25.0
山仔后,410,3.0
天母,410,18.0
福安,410,24.0
社子,410,22.0
劍潭,410,14.0
雙溪,410,11.0
後港,410,19.0
陽明山,410,7.0
光明,410,22.0
關渡,410,28.0
石牌,410,22.0
秀山,410,25.0
華山,411,29.0
忠孝,411,25.0
泉州,411,36.0
古亭,411,33.0
城中,411,31.0
雙園,411,37.0
龍山,411,35.0
萬芳,411,39.0
景美,411,38.0
木柵,411,42.0
寶橋,411,44.0
金華,411,27.0
安和,411,35.0
復興,411,32.0
南港,411,38.0
舊莊,411,36.0
成德,411,35.0
信義,411,34.0
永吉,411,32.0
莊敬,411,35.0
大直,411,21.0
松江,411,26.0
建國,411,24.0
圓山,411,21.0
八德,411,30.0
中崙,411,28.0
東湖,411,34.0
大湖,411,34.0
內湖,411,31.0
民權,411,27.0
建成,411,28.0
延平,411,32.0
大同,411,28.0
山仔后,411,3.0
天母,411,18.0
福安,411,27.0
社子,411,25.0
劍潭,411,16.0
雙溪,411,14.0
後港,411,22.0
陽明山,411,6.0
光明,411,22.0
關渡,411,30.0
石牌,411,24.0
秀山,411,23.0
華山,412,30.0
忠孝,412,26.0
泉州,412,35.0
古亭,412,34.0
城中,412,33.0
雙園,412,39.0
龍山,412,37.0
萬芳,412,41.0
景美,412,40.0
木柵,412,44.0
寶橋,412,45.0
金華,412,29.0
安和,412,37.0
復興,412,33.0
南港,412,39.0
舊莊,412,37.0
成德,412,36.0
信義,412,35.0
永吉,412,34.0
莊敬,412,37.0
大直,412,22.0
松江,412,27.0
建國,412,25.0
圓山,412,22.0
八德,412,31.0
中崙,412,29.0
東湖,412,35.0
大湖,412,35.0
內湖,412,32.0
民權,412,29.0
建成,412,29.0
延平,412,33.0
大同,412,30.0
山仔后,412,5.0
天母,412,16.0
福安,412,29.0
社子,412,26.0
劍潭,412,18.0
雙溪,412,15.0
後港,412,24.0
陽明山,412,3.0
光明,412,20.0
關渡,412,32.0
石牌,412,23.0
秀山,412,21.0
華山,413,32.0
忠孝,413,28.0
泉州,413,37.0
古亭,413,36.0
城中,413,35.0
雙園,413,41.0
龍山,413,39.0
萬芳,413,43.0
景美,413,42.0
木柵,413,46.0
寶橋,413,47.0
金華,413,31.0
安和,413,39.0
復興,413,35.0
南港,413,41.0
舊莊,413,39.0
成德,413,38.0
信義,413,37.0
永吉,413,36.0
莊敬,413,39.0
大直,413,24.0
松江,413,29.0
建國,413,27.0
圓山,413,24.0
八德,413,33.0
中崙,413,31.0
東湖,413,37.0
大湖,413,37.0
內湖,413,34.0
民權,413,31.0
建成,413,31.0
延平,413,35.0
大同,413,32.0
山仔后,413,8.0
天母,413,13.0
福安,413,26.0
社子,413,28.0
劍潭,413,20.0
雙溪,413,17.0
後港,413,26.0
陽明山,413,4.0
光明,413,17.0
關渡,413,30.0
石牌,413,20.0
秀山,413,21.0
華山,414,34.0
忠孝,414,31.0
泉州,414,39.0
古亭,414,39.0
城中,414,37.0
雙園,414,43.0
龍山,414,41.0
萬芳,414,45.0
景美,414,44.0
木柵,414,48.0
寶橋,414,49.0
金華,414,33.0
安和,414,41.0
復興,414,37.0
南港,414,44.0
舊莊,414,42.0
成德,414,41.0
信義,414,40.0
永吉,414,39.0
莊敬,414,41.0
大直,414,26.0
松江,414,31.0
建國,414,30.0
圓山,414,27.0
八德,414,36.0
中崙,414,33.0
東湖,414,39.0
大湖,414,39.0
內湖,414,36.0
民權,414,33.0
建成,414,33.0
延平,414,37.0
大同,414,34.0
山仔后,414,18.0
天母,414,15.0
福安,414,27.0
社子,414,30.0
劍潭,414,22.0
雙溪,414,19.0
後港,414,28.0
陽明山,414,12.0
光明,414,18.0
關渡,414,30.0
石牌,414,21.0
秀山,414,30.0
華山,416,44.0
忠孝,416,41.0
泉州,416,49.0
古亭,416,49.0
城中,416,47.0
雙園,416,53.0
龍山,416,51.0
萬芳,416,55.0
景美,416,54.0
木柵,416,58.0
寶橋,416,59.0
金華,416,43.0
安和,416,51.0
復興,416,47.0
南港,416,54.0
舊莊,416,52.0
成德,416,51.0
信義,416,50.0
永吉,416,49.0
莊敬,416,51.0
大直,416,36.0
松江,416,41.0
建國,416,40.0
圓山,416,37.0
八德,416,46.0
中崙,416,44.0
東湖,416,49.0
大湖,416,49.0
內湖,416,46.0
民權,416,43.0
建成,416,43.0
延平,416,47.0
大同,416,44.0
山仔后,416,45.0
天母,416,24.0
福安,416,36.0
社子,416,40.0
劍潭,416,32.0
雙溪,416,29.0
後港,416,38.0
陽明山,416,50.0
光明,416,27.0
關渡,416,39.0
石牌,416,32.0
秀山,416,44.0
華山,422,28.0
忠孝,422,27.0
泉州,422,18.0
古亭,422,16.0
城中,422,26.0
雙園,422,24.0
龍山,422,26.0
萬芳,422,12.0
景美,422,11.0
木柵,422,10.0
寶橋,422,6.0
金華,422,25.0
安和,422,22.0
復興,422,20.0
南港,422,21.0
舊莊,422,19.0
成德,422,26.0
信義,422,21.0
永吉,422,22.0
莊敬,422,19.0
大直,422,28.0
松江,422,24.0
建國,422,25.0
圓山,422,27.0
八德,422,26.0
中崙,422,23.0
東湖,422,22.0
大湖,422,29.0
內湖,422,24.0
民權,422,23.0
建成,422,30.0
延平,422,26.0
大同,422,30.0
山仔后,422,43.0
天母,422,40.0
福安,422,33.0
社子,422,31.0
劍潭,422,33.0
雙溪,422,37.0
後港,422,33.0
陽明山,422,49.0
光明,422,42.0
關渡,422,41.0
石牌,422,40.0
秀山,422,44.0
華山,423,26.0
忠孝,423,25.0
泉州,423,18.0
古亭,423,16.0
城中,423,26.0
雙園,423,24.0
龍山,423,27.0
萬芳,423,10.0
景美,423,11.0
木柵,423,6.0
寶橋,423,2.0
金華,423,24.0
安和,423,20.0
復興,423,17.0
南港,423,24.0
舊莊,423,21.0
成德,423,25.0
信義,423,20.0
永吉,423,22.0
莊敬,423,18.0
大直,423,31.0
松江,423,21.0
建國,423,24.0
圓山,423,23.0
八德,423,25.0
中崙,423,22.0
東湖,423,25.0
大湖,423,32.0
內湖,423,26.0
民權,423,27.0
建成,423,28.0
延平,423,26.0
大同,423,29.0
山仔后,423,41.0
天母,423,39.0
福安,423,33.0
社子,423,28.0
劍潭,423,29.0
雙溪,423,34.0
後港,423,30.0
陽明山,423,46.0
光明,423,43.0
關渡,423,41.0
石牌,423,37.0
秀山,423,42.0
華山,424,23.0
忠孝,424,23.0
泉州,424,18.0
古亭,424,14.0
城中,424,26.0
雙園,424,25.0
龍山,424,27.0
萬芳,424,6.0
景美,424,11.0
木柵,424,4.0
寶橋,424,7.0
金華,424,21.0
安和,424,18.0
復興,424,14.0
南港,424,23.0
舊莊,424,20.0
成德,424,22.0
信義,424,18.0
永吉,424,20.0
莊敬,424,16.0
大直,424,28.0
松江,424,18.0
建國,424,21.0
圓山,424,21.0
八德,424,23.0
中崙,424,19.0
東湖,424,24.0
大湖,424,30.0
內湖,424,26.0
民權,424,25.0
建成,424,25.0
延平,424,26.0
大同,424,26.0
山仔后,424,39.0
天母,424,36.0
福安,424,29.0
社子,424,25.0
劍潭,424,27.0
雙溪,424,31.0
後港,424,27.0
陽明山,424,44.0
光明,424,39.0
關渡,424,37.0
石牌,424,34.0
秀山,424,40.0
華山,425,21.0
忠孝,425,21.0
泉州,425,17.0
古亭,425,12.0
城中,425,24.0
雙園,425,23.0
龍山,425,25.0
萬芳,425,5.0
景美,425,10.0
木柵,425,6.0
寶橋,425,8.0
金華,425,19.0
安和,425,16.0
復興,425,12.0
南港,425,22.0
舊莊,425,20.0
成德,425,22.0
信義,425,17.0
永吉,425,19.0
莊敬,425,17.0
大直,425,26.0
松江,425,16.0
建國,425,19.0
圓山,425,19.0
八德,425,21.0
中崙,425,17.0
東湖,425,26.0
大湖,425,33.0
內湖,425,24.0
民權,425,23.0
建成,425,23.0
延平,425,25.0
大同,425,24.0
山仔后,425,34.0
天母,425,34.0
福安,425,27.0
社子,425,23.0
劍潭,425,25.0
雙溪,425,29.0
後港,425,25.0
陽明山,425,39.0
光明,425,37.0
關渡,425,35.0
石牌,425,32.0
秀山,425,35.0
華山,426,16.0
忠孝,426,16.0
泉州,426,11.0
古亭,426,8.0
城中,426,19.0
雙園,426,18.0
龍山,426,21.0
萬芳,426,6.0
景美,426,11.0
木柵,426,11.0
寶橋,426,10.0
金華,426,14.0
安和,426,11.0
復興,426,7.0
南港,426,25.0
舊莊,426,22.0
成德,426,22.0
信義,426,17.0
永吉,426,18.0
莊敬,426,12.0
大直,426,21.0
松江,426,11.0
建國,426,14.0
圓山,426,14.0
八德,426,16.0
中崙,426,12.0
東湖,426,21.0
大湖,426,28.0
內湖,426,19.0
民權,426,18.0
建成,426,18.0
延平,426,19.0
大同,426,19.0
山仔后,426,40.0
天母,426,29.0
福安,426,22.0
社子,426,18.0
劍潭,426,20.0
雙溪,426,24.0
後港,426,20.0
陽明山,426,45.0
光明,426,32.0
關渡,426,30.0
石牌,426,27.0
秀山,426,41.0
華山,427,22.0
忠孝,427,21.0
泉州,427,18.0
古亭,427,14.0
城中,427,24.0
雙園,427,24.0
龍山,427,25.0
萬芳,427,8.0
景美,427,19.0
木柵,427,9.0
寶橋,427,14.0
金華,427,20.0
安和,427,15.0
復興,427,14.0
南港,427,15.0
舊莊,427,13.0
成德,427,16.0
信義,427,11.0
永吉,427,13.0
莊敬,427,9.0
大直,427,24.0
松江,427,18.0
建國,427,20.0
圓山,427,20.0
八德,427,17.0
中崙,427,21.0
東湖,427,16.0
大湖,427,23.0
內湖,427,18.0
民權,427,17.0
建成,427,27.0
延平,427,21.0
大同,427,28.0
山仔后,427,36.0
天母,427,36.0
福安,427,29.0
社子,427,24.0
劍潭,427,26.0
雙溪,427,30.0
後港,427,27.0
陽明山,427,41.0
光明,427,38.0
關渡,427,37.0
石牌,427,34.0
秀山,427,37.0
華山,428,18.0
忠孝,428,16.0
泉州,428,14.0
古亭,428,9.0
城中,428,21.0
雙園,428,21.0
龍山,428,24.0
萬芳,428,9.0
景美,428,11.0
木柵,428,14.0
寶橋,428,16.0
金華,428,14.0
安和,428,7.0
復興,428,8.0
南港,428,21.0
舊莊,428,20.0
成德,428,18.0
信義,428,13.0
永吉,428,14.0
莊敬,428,5.0
大直,428,18.0
松江,428,14.0
建國,428,16.0
圓山,428,16.0
八德,428,11.0
中崙,428,14.0
東湖,428,19.0
大湖,428,26.0
內湖,428,17.0
民權,428,14.0
建成,428,20.0
延平,428,18.0
大同,428,21.0
山仔后,428,33.0
天母,428,31.0
福安,428,24.0
社子,428,20.0
劍潭,428,22.0
雙溪,428,26.0
後港,428,22.0
陽明山,428,38.0
光明,428,34.0
關渡,428,32.0
石牌,428,29.0
秀山,428,40.0
華山,429,17.0
忠孝,429,14.0
泉州,429,17.0
古亭,429,13.0
城中,429,17.0
雙園,429,21.0
龍山,429,18.0
萬芳,429,14.0
景美,429,15.0
木柵,429,16.0
寶橋,429,21.0
金華,429,12.0
安和,429,5.0
復興,429,8.0
南港,429,17.0
舊莊,429,15.0
成德,429,15.0
信義,429,8.0
永吉,429,10.0
莊敬,429,5.0
大直,429,14.0
松江,429,13.0
建國,429,16.0
圓山,429,15.0
八德,429,7.0
中崙,429,12.0
東湖,429,14.0
大湖,429,21.0
內湖,429,12.0
民權,429,9.0
建成,429,20.0
延平,429,14.0
大同,429,20.0
山仔后,429,35.0
天母,429,31.0
福安,429,24.0
社子,429,20.0
劍潭,429,21.0
雙溪,429,20.0
後港,429,22.0
陽明山,429,40.0
光明,429,34.0
關渡,429,32.0
石牌,429,29.0
秀山,429,35.0
華山,430,14.0
忠孝,430,11.0
泉州,430,18.0
古亭,430,14.0
城中,430,14.0
雙園,430,18.0
龍山,430,15.0
萬芳,430,16.0
景美,430,16.0
木柵,430,19.0
寶橋,430,22.0
金華,430,14.0
安和,430,7.0
復興,430,9.0
南港,430,19.0
舊莊,430,17.0
成德,430,14.0
信義,430,6.0
永吉,430,10.0
莊敬,430,8.0
大直,430,16.0
松江,430,12.0
建國,430,15.0
圓山,430,15.0
八德,430,6.0
中崙,430,9.0
東湖,430,17.0
大湖,430,24.0
內湖,430,15.0
民權,430,11.0
建成,430,17.0
延平,430,10.0
大同,430,17.0
山仔后,430,32.0
天母,430,31.0
福安,430,23.0
社子,430,19.0
劍潭,430,21.0
雙溪,430,25.0
後港,430,22.0
陽明山,430,37.0
光明,430,33.0
關渡,430,31.0
石牌,430,28.0
秀山,430,34.0
華山,431,10.0
忠孝,431,9.0
泉州,431,17.0
古亭,431,17.0
城中,431,12.0
雙園,431,16.0
龍山,431,13.0
萬芳,431,19.0
景美,431,19.0
木柵,431,21.0
寶橋,431,25.0
金華,431,12.0
安和,431,10.0
復興,431,12.0
南港,431,17.0
舊莊,431,17.0
成德,431,13.0
信義,431,6.0
永吉,431,10.0
莊敬,431,11.0
大直,431,15.0
松江,431,9.0
建國,431,15.0
圓山,431,15.0
八德,431,2.0
中崙,431,5.0
東湖,431,15.0
大湖,431,23.0
內湖,431,14.0
民權,431,10.0
建成,431,15.0
延平,431,8.0
大同,431,15.0
山仔后,431,31.0
天母,431,27.0
福安,431,23.0
社子,431,20.0
劍潭,431,18.0
雙溪,431,21.0
後港,431,18.0
陽明山,431,36.0
光明,431,33.0
關渡,431,31.0
石牌,431,29.0
秀山,431,35.0
華山,432,16.0
忠孝,432,13.0
泉州,432,18.0
古亭,432,17.0
城中,432,17.0
雙園,432,21.0
龍山,432,18.0
萬芳,432,24.0
景美,432,23.0
木柵,432,26.0
寶橋,432,29.0
金華,432,17.0
安和,432,13.0
復興,432,15.0
南港,432,17.0
舊莊,432,18.0
成德,432,14.0
信義,432,11.0
永吉,432,11.0
莊敬,432,16.0
大直,432,12.0
松江,432,15.0
建國,432,13.0
圓山,432,15.0
八德,432,7.0
中崙,432,9.0
東湖,432,15.0
大湖,432,19.0
內湖,432,10.0
民權,432,7.0
建成,432,15.0
延平,432,13.0
大同,432,16.0
山仔后,432,31.0
天母,432,31.0
福安,432,23.0
社子,432,19.0
劍潭,432,21.0
雙溪,432,18.0
後港,432,22.0
陽明山,432,36.0
光明,432,33.0
關渡,432,31.0
石牌,432,28.0
秀山,432,34.0
華山,433,17.0
忠孝,433,16.0
泉州,433,17.0
古亭,433,17.0
城中,433,22.0
雙園,433,26.0
龍山,433,22.0
萬芳,433,23.0
景美,433,22.0
木柵,433,26.0
寶橋,433,28.0
金華,433,17.0
安和,433,16.0
復興,433,17.0
南港,433,17.0
舊莊,433,19.0
成德,433,16.0
信義,433,13.0
永吉,433,13.0
莊敬,433,17.0
大直,433,15.0
松江,433,15.0
建國,433,12.0
圓山,433,13.0
八德,433,10.0
中崙,433,11.0
東湖,433,14.0
大湖,433,17.0
內湖,433,8.0
民權,433,9.0
建成,433,16.0
延平,433,18.0
大同,433,16.0
山仔后,433,26.0
天母,433,29.0
福安,433,22.0
社子,433,18.0
劍潭,433,19.0
雙溪,433,17.0
後港,433,20.0
陽明山,433,31.0
光明,433,32.0
關渡,433,31.0
石牌,433,27.0
秀山,433,33.0
華山,434,14.0
忠孝,434,13.0
泉州,434,21.0
古亭,434,19.0
城中,434,17.0
雙園,434,21.0
龍山,434,17.0
萬芳,434,22.0
景美,434,21.0
木柵,434,24.0
寶橋,434,25.0
金華,434,16.0
安和,434,14.0
復興,434,17.0
南港,434,15.0
舊莊,434,13.0
成德,434,13.0
信義,434,12.0
永吉,434,11.0
莊敬,434,13.0
大直,434,7.0
松江,434,14.0
建國,434,13.0
圓山,434,11.0
八德,434,10.0
中崙,434,14.0
東湖,434,14.0
大湖,434,16.0
內湖,434,7.0
民權,434,4.0
建成,434,17.0
延平,434,13.0
大同,434,18.0
山仔后,434,21.0
天母,434,26.0
福安,434,21.0
社子,434,17.0
劍潭,434,17.0
雙溪,434,13.0
後港,434,17.0
陽明山,434,26.0
光明,434,31.0
關渡,434,29.0
石牌,434,26.0
秀山,434,32.0
華山,435,17.0
忠孝,435,13.0
泉州,435,19.0
古亭,435,19.0
城中,435,20.0
雙園,435,25.0
龍山,435,22.0
萬芳,435,25.0
景美,435,24.0
木柵,435,28.0
寶橋,435,29.0
金華,435,16.0
安和,435,19.0
復興,435,17.0
南港,435,20.0
舊莊,435,18.0
成德,435,17.0
信義,435,16.0
永吉,435,15.0
莊敬,435,17.0
大直,435,2.0
松江,435,14.0
建國,435,12.0
圓山,435,10.0
八德,435,14.0
中崙,435,14.0
東湖,435,18.0
大湖,435,19.0
內湖,435,13.0
民權,435,9.0
建成,435,16.0
延平,435,17.0
大同,435,16.0
山仔后,435,24.0
天母,435,22.0
福安,435,19.0
社子,435,15.0
劍潭,435,13.0
雙溪,435,8.0
後港,435,16.0
陽明山,435,29.0
光明,435,29.0
關渡,435,28.0
石牌,435,22.0
秀山,435,35.0
華山,436,21.0
忠孝,436,18.0
泉州,436,23.0
古亭,436,23.0
城中,436,22.0
雙園,436,26.0
龍山,436,23.0
萬芳,436,28.0
景美,436,27.0
木柵,436,29.0
寶橋,436,32.0
金華,436,20.0
安和,436,19.0
復興,436,22.0
南港,436,20.0
舊莊,436,19.0
成德,436,18.0
信義,436,17.0
永吉,436,16.0
莊敬,436,18.0
大直,436,7.0
松江,436,18.0
建國,436,16.0
圓山,436,14.0
八德,436,15.0
中崙,436,18.0
東湖,436,19.0
大湖,436,15.0
內湖,436,13.0
民權,436,10.0
建成,436,20.0
延平,436,18.0
大同,436,20.0
山仔后,436,22.0
天母,436,25.0
福安,436,23.0
社子,436,19.0
劍潭,436,16.0
雙溪,436,11.0
後港,436,20.0
陽明山,436,27.0
光明,436,31.0
關渡,436,31.0
石牌,436,25.0
秀山,436,32.0
華山,437,26.0
忠孝,437,22.0
泉州,437,27.0
古亭,437,27.0
城中,437,29.0
雙園,437,35.0
龍山,437,33.0
萬芳,437,33.0
景美,437,32.0
木柵,437,37.0
寶橋,437,38.0
金華,437,25.0
安和,437,27.0
復興,437,26.0
南港,437,28.0
舊莊,437,26.0
成德,437,25.0
信義,437,24.0
永吉,437,24.0
莊敬,437,26.0
大直,437,11.0
松江,437,23.0
建國,437,20.0
圓山,437,18.0
八德,437,23.0
中崙,437,22.0
東湖,437,26.0
大湖,437,24.0
內湖,437,21.0
民權,437,18.0
建成,437,25.0
延平,437,29.0
大同,437,26.0
山仔后,437,18.0
天母,437,22.0
福安,437,25.0
社子,437,22.0
劍潭,437,14.0
雙溪,437,8.0
後港,437,20.0
陽明山,437,23.0
光明,437,29.0
關渡,437,28.0
石牌,437,22.0
秀山,437,28.0
華山,438,23.0
忠孝,438,19.0
泉州,438,24.0
古亭,438,23.0
城中,438,25.0
雙園,438,31.0
龍山,438,29.0
萬芳,438,30.0
景美,438,29.0
木柵,438,33.0
寶橋,438,34.0
金華,438,21.0
安和,438,27.0
復興,438,22.0
南港,438,27.0
舊莊,438,25.0
成德,438,24.0
信義,438,23.0
永吉,438,22.0
莊敬,438,24.0
大直,438,9.0
松江,438,20.0
建國,438,16.0
圓山,438,15.0
八德,438,21.0
中崙,438,19.0
東湖,438,25.0
大湖,438,23.0
內湖,438,20.0
民權,438,16.0
建成,438,22.0
延平,438,26.0
大同,438,21.0
山仔后,438,10.0
天母,438,19.0
福安,438,21.0
社子,438,19.0
劍潭,438,10.0
雙溪,438,5.0
後港,438,16.0
陽明山,438,15.0
光明,438,26.0
關渡,438,24.0
石牌,438,19.0
秀山,438,33.0
華山,439,29.0
忠孝,439,25.0
泉州,439,36.0
古亭,439,33.0
城中,439,31.0
雙園,439,38.0
龍山,439,36.0
萬芳,439,40.0
景美,439,39.0
木柵,439,43.0
寶橋,439,44.0
金華,439,28.0
安和,439,36.0
復興,439,32.0
南港,439,38.0
舊莊,439,36.0
成德,439,35.0
信義,439,34.0
永吉,439,33.0
莊敬,439,36.0
大直,439,21.0
松江,439,26.0
建國,439,24.0
圓山,439,21.0
八德,439,30.0
中崙,439,28.0
東湖,439,34.0
大湖,439,34.0
內湖,439,31.0
民權,439,28.0
建成,439,28.0
延平,439,32.0
大同,439,29.0
山仔后,439,7.0
天母,439,25.0
福安,439,28.0
社子,439,25.0
劍潭,439,17.0
雙溪,439,14.0
後港,439,23.0
陽明山,439,13.0
光明,439,30.0
關渡,439,31.0
石牌,439,25.0
秀山,439,31.0
華山,440,26.0
忠孝,440,23.0
泉州,440,33.0
古亭,440,31.0
城中,440,29.0
雙園,440,35.0
龍山,440,33.0
萬芳,440,37.0
景美,440,36.0
木柵,440,40.0
寶橋,440,41.0
金華,440,25.0
安和,440,33.0
復興,440,29.0
南港,440,36.0
舊莊,440,34.0
成德,440,33.0
信義,440,32.0
永吉,440,30.0
莊敬,440,33.0
大直,440,18.0
松江,440,23.0
建國,440,22.0
圓山,440,19.0
八德,440,28.0
中崙,440,26.0
東湖,440,31.0
大湖,440,31.0
內湖,440,28.0
民權,440,25.0
建成,440,26.0
延平,440,29.0
大同,440,26.0
山仔后,440,10.0
天母,440,23.0
福安,440,25.0
社子,440,22.0
劍潭,440,14.0
雙溪,440,11.0
後港,440,20.0
陽明山,440,15.0
光明,440,27.0
關渡,440,28.0
石牌,440,23.0
秀山,440,33.0
華山,441,31.0
忠孝,441,27.0
泉州,441,36.0
古亭,441,36.0
城中,441,34.0
雙園,441,40.0
龍山,441,38.0
萬芳,441,42.0
景美,441,41.0
木柵,441,45.0
寶橋,441,46.0
金華,441,30.0
安和,441,38.0
復興,441,34.0
南港,441,40.0
舊莊,441,39.0
成德,441,37.0
信義,441,37.0
永吉,441,35.0
莊敬,441,38.0
大直,441,23.0
松江,441,28.0
建國,441,27.0
圓山,441,24.0
八德,441,33.0
中崙,441,30.0
東湖,441,36.0
大湖,441,36.0
內湖,441,33.0
民權,441,30.0
建成,441,30.0
延平,441,34.0
大同,441,31.0
山仔后,441,6.0
天母,441,25.0
福安,441,30.0
社子,441,27.0
劍潭,441,19.0
雙溪,441,16.0
後港,441,25.0
陽明山,441,8.0
光明,441,30.0
關渡,441,33.0
石牌,441,28.0
秀山,441,26.0
華山,442,32.0
忠孝,442,28.0
泉州,442,37.0
古亭,442,36.0
城中,442,34.0
雙園,442,40.0
龍山,442,38.0
萬芳,442,42.0
景美,442,41.0
木柵,442,45.0
寶橋,442,47.0
金華,442,30.0
安和,442,38.0
復興,442,35.0
南港,442,41.0
舊莊,442,39.0
成德,442,38.0
信義,442,37.0
永吉,442,36.0
莊敬,442,38.0
大直,442,24.0
松江,442,29.0
建國,442,27.0
圓山,442,24.0
八德,442,33.0
中崙,442,31.0
東湖,442,37.0
大湖,442,37.0
內湖,442,34.0
民權,442,30.0
建成,442,31.0
延平,442,35.0
大同,442,31.0
山仔后,442,6.0
天母,442,19.0
福安,442,30.0
社子,442,28.0
劍潭,442,19.0
雙溪,442,17.0
後港,442,25.0
陽明山,442,6.0
光明,442,23.0
關渡,442,35.0
石牌,442,26.0
秀山,442,23.0
華山,443,33.0
忠孝,443,29.0
泉州,443,38.0
古亭,443,37.0
城中,443,35.0
雙園,443,41.0
龍山,443,39.0
萬芳,443,43.0
景美,443,42.0
木柵,443,46.0
寶橋,443,48.0
金華,443,31.0
安和,443,39.0
復興,443,36.0
南港,443,42.0
舊莊,443,40.0
成德,443,39.0
信義,443,38.0
永吉,443,37.0
莊敬,443,39.0
大直,443,25.0
