分隊,網格編號,車程時間
松江,443,30.0
建國,443,28.0
圓山,443,25.0
八德,443,34.0
中崙,443,32.0
東湖,443,38.0
大湖,443,38.0
內湖,443,35.0
民權,443,31.0
建成,443,32.0
延平,443,36.0
大同,443,32.0
山仔后,443,10.0
天母,443,17.0
福安,443,31.0
社子,443,29.0
劍潭,443,20.0
雙溪,443,18.0
後港,443,26.0
陽明山,443,7.0
光明,443,20.0
關渡,443,32.0
石牌,443,23.0
秀山,443,24.0
華山,444,36.0
忠孝,444,33.0
泉州,444,41.0
古亭,444,41.0
城中,444,39.0
雙園,444,45.0
龍山,444,43.0
萬芳,444,47.0
景美,444,46.0
木柵,444,50.0
寶橋,444,51.0
金華,444,35.0
安和,444,43.0
復興,444,39.0
南港,444,46.0
舊莊,444,44.0
成德,444,42.0
信義,444,42.0
永吉,444,40.0
莊敬,444,43.0
大直,444,28.0
松江,444,33.0
建國,444,32.0
圓山,444,29.0
八德,444,38.0
中崙,444,35.0
東湖,444,41.0
大湖,444,41.0
內湖,444,38.0
民權,444,35.0
建成,444,35.0
延平,444,39.0
大同,444,36.0
山仔后,444,22.0
天母,444,18.0
福安,444,35.0
社子,444,32.0
劍潭,444,24.0
雙溪,444,21.0
後港,444,30.0
陽明山,444,16.0
光明,444,21.0
關渡,444,33.0
石牌,444,24.0
秀山,444,34.0
華山,445,48.0
忠孝,445,45.0
泉州,445,53.0
古亭,445,53.0
城中,445,51.0
雙園,445,57.0
龍山,445,55.0
萬芳,445,59.0
景美,445,58.0
木柵,445,62.0
寶橋,445,63.0
金華,445,47.0
安和,445,55.0
復興,445,51.0
南港,445,58.0
舊莊,445,56.0
成德,445,55.0
信義,445,54.0
永吉,445,52.0
莊敬,445,55.0
大直,445,40.0
松江,445,45.0
建國,445,44.0
圓山,445,41.0
八德,445,50.0
中崙,445,48.0
東湖,445,53.0
大湖,445,53.0
內湖,445,50.0
民權,445,47.0
建成,445,47.0
延平,445,51.0
大同,445,48.0
山仔后,445,15.0
天母,445,28.0
福安,445,40.0
社子,445,44.0
劍潭,445,36.0
雙溪,445,33.0
後港,445,42.0
陽明山,445,13.0
光明,445,33.0
關渡,445,43.0
石牌,445,36.0
秀山,445,30.0
華山,446,41.0
忠孝,446,37.0
泉州,446,46.0
古亭,446,45.0
城中,446,44.0
雙園,446,50.0
龍山,446,48.0
萬芳,446,52.0
景美,446,51.0
木柵,446,55.0
寶橋,446,56.0
金華,446,40.0
安和,446,48.0
復興,446,44.0
南港,446,50.0
舊莊,446,48.0
成德,446,47.0
信義,446,47.0
永吉,446,45.0
莊敬,446,48.0
大直,446,33.0
松江,446,38.0
建國,446,36.0
圓山,446,34.0
八德,446,43.0
中崙,446,40.0
東湖,446,46.0
大湖,446,46.0
內湖,446,43.0
民權,446,40.0
建成,446,40.0
延平,446,44.0
大同,446,41.0
山仔后,446,19.0
天母,446,24.0
福安,446,40.0
社子,446,37.0
劍潭,446,29.0
雙溪,446,26.0
後港,446,35.0
陽明山,446,13.0
光明,446,27.0
關渡,446,39.0
石牌,446,30.0
秀山,446,32.0
華山,447,44.0
忠孝,447,40.0
泉州,447,49.0
古亭,447,48.0
城中,447,47.0
雙園,447,53.0
龍山,447,51.0
萬芳,447,55.0
景美,447,54.0
木柵,447,58.0
寶橋,447,59.0
金華,447,43.0
安和,447,51.0
復興,447,47.0
南港,447,53.0
舊莊,447,51.0
成德,447,50.0
信義,447,49.0
永吉,447,48.0
莊敬,447,51.0
大直,447,36.0
松江,447,41.0
建國,447,39.0
圓山,447,36.0
八德,447,45.0
中崙,447,43.0
東湖,447,49.0
大湖,447,49.0
內湖,447,46.0
民權,447,43.0
建成,447,43.0
延平,447,47.0
大同,447,44.0
山仔后,447,24.0
天母,447,26.0
福安,447,37.0
社子,447,40.0
劍潭,447,33.0
雙溪,447,31.0
後港,447,39.0
陽明山,447,18.0
光明,447,30.0
關渡,447,41.0
石牌,447,33.0
秀山,447,36.0
華山,449,50.0
忠孝,449,47.0
泉州,449,55.0
古亭,449,55.0
城中,449,53.0
雙園,449,59.0
龍山,449,57.0
萬芳,449,61.0
景美,449,60.0
木柵,449,64.0
寶橋,449,65.0
金華,449,49.0
安和,449,57.0
復興,449,53.0
南港,449,60.0
舊莊,449,58.0
成德,449,57.0
信義,449,56.0
永吉,449,54.0
莊敬,449,57.0
大直,449,42.0
松江,449,47.0
建國,449,46.0
圓山,449,43.0
八德,449,52.0
中崙,449,50.0
東湖,449,55.0
大湖,449,55.0
內湖,449,52.0
民權,449,49.0
建成,449,49.0
延平,449,53.0
大同,449,50.0
山仔后,449,52.0
天母,449,30.0
福安,449,42.0
社子,449,46.0
劍潭,449,38.0
雙溪,449,35.0
後港,449,44.0
陽明山,449,57.0
光明,449,33.0
關渡,449,45.0
石牌,449,38.0
秀山,449,51.0
華山,451,35.0
忠孝,451,34.0
泉州,451,25.0
古亭,451,24.0
城中,451,33.0
雙園,451,31.0
龍山,451,33.0
萬芳,451,23.0
景美,451,19.0
木柵,451,21.0
寶橋,451,15.0
金華,451,33.0
安和,451,29.0
復興,451,25.0
南港,451,28.0
舊莊,451,26.0
成德,451,32.0
信義,451,27.0
永吉,451,29.0
莊敬,451,25.0
大直,451,35.0
松江,451,29.0
建國,451,32.0
圓山,451,32.0
八德,451,33.0
中崙,451,30.0
東湖,451,29.0
大湖,451,36.0
內湖,451,31.0
民權,451,30.0
建成,451,37.0
延平,451,33.0
大同,451,38.0
山仔后,451,46.0
天母,451,47.0
福安,451,40.0
社子,451,36.0
劍潭,451,38.0
雙溪,451,42.0
後港,451,38.0
陽明山,451,52.0
光明,451,49.0
關渡,451,48.0
石牌,451,45.0
秀山,451,45.0
華山,452,29.0
忠孝,452,28.0
泉州,452,19.0
古亭,452,19.0
城中,452,27.0
雙園,452,25.0
龍山,452,27.0
萬芳,452,13.0
景美,452,12.0
木柵,452,10.0
寶橋,452,7.0
金華,452,27.0
安和,452,23.0
復興,452,20.0
南港,452,23.0
舊莊,452,21.0
成德,452,26.0
信義,452,21.0
永吉,452,23.0
莊敬,452,20.0
大直,452,30.0
松江,452,24.0
建國,452,27.0
圓山,452,26.0
八德,452,27.0
中崙,452,25.0
東湖,452,24.0
大湖,452,31.0
內湖,452,26.0
民權,452,26.0
建成,452,31.0
延平,452,27.0
大同,452,32.0
山仔后,452,42.0
天母,452,44.0
福安,452,34.0
社子,452,31.0
劍潭,452,32.0
雙溪,452,37.0
後港,452,33.0
陽明山,452,47.0
光明,452,43.0
關渡,452,42.0
石牌,452,42.0
秀山,452,43.0
華山,453,24.0
忠孝,453,23.0
泉州,453,19.0
古亭,453,18.0
城中,453,28.0
雙園,453,26.0
龍山,453,28.0
萬芳,453,8.0
景美,453,12.0
木柵,453,6.0
寶橋,453,3.0
金華,453,22.0
安和,453,20.0
復興,453,15.0
南港,453,22.0
舊莊,453,19.0
成德,453,21.0
信義,453,17.0
永吉,453,19.0
莊敬,453,15.0
大直,453,29.0
松江,453,19.0
建國,453,22.0
圓山,453,22.0
八德,453,22.0
中崙,453,20.0
東湖,453,23.0
大湖,453,30.0
內湖,453,25.0
民權,453,25.0
建成,453,26.0
延平,453,27.0
大同,453,27.0
山仔后,453,40.0
天母,453,37.0
福安,453,30.0
社子,453,26.0
劍潭,453,28.0
雙溪,453,32.0
後港,453,28.0
陽明山,453,45.0
光明,453,40.0
關渡,453,38.0
石牌,453,35.0
秀山,453,41.0
華山,454,22.0
忠孝,454,22.0
泉州,454,19.0
古亭,454,14.0
城中,454,27.0
雙園,454,25.0
龍山,454,27.0
萬芳,454,6.0
景美,454,11.0
木柵,454,1.0
寶橋,454,8.0
金華,454,20.0
安和,454,19.0
復興,454,14.0
南港,454,20.0
舊莊,454,18.0
成德,454,20.0
信義,454,15.0
永吉,454,17.0
莊敬,454,13.0
大直,454,27.0
松江,454,18.0
建國,454,20.0
圓山,454,20.0
八德,454,21.0
中崙,454,19.0
東湖,454,21.0
大湖,454,28.0
內湖,454,23.0
民權,454,24.0
建成,454,25.0
延平,454,27.0
大同,454,25.0
山仔后,454,39.0
天母,454,36.0
福安,454,29.0
社子,454,24.0
劍潭,454,26.0
雙溪,454,30.0
後港,454,27.0
陽明山,454,44.0
光明,454,38.0
關渡,454,37.0
石牌,454,34.0
秀山,454,40.0
華山,455,21.0
忠孝,455,21.0
泉州,455,18.0
古亭,455,13.0
城中,455,25.0
雙園,455,24.0
龍山,455,26.0
萬芳,455,2.0
景美,455,11.0
木柵,455,6.0
寶橋,455,10.0
金華,455,19.0
安和,455,16.0
復興,455,13.0
南港,455,19.0
舊莊,455,17.0
成德,455,19.0
信義,455,14.0
永吉,455,16.0
莊敬,455,12.0
大直,455,27.0
松江,455,17.0
建國,455,19.0
圓山,455,19.0
八德,455,20.0
中崙,455,18.0
東湖,455,20.0
大湖,455,27.0
內湖,455,22.0
民權,455,23.0
建成,455,24.0
延平,455,24.0
大同,455,24.0
山仔后,455,36.0
天母,455,35.0
福安,455,28.0
社子,455,23.0
劍潭,455,25.0
雙溪,455,29.0
後港,455,26.0
陽明山,455,42.0
光明,455,37.0
關渡,455,36.0
石牌,455,33.0
秀山,455,37.0
華山,456,19.0
忠孝,456,18.0
泉州,456,14.0
古亭,456,10.0
城中,456,22.0
雙園,456,20.0
龍山,456,24.0
萬芳,456,3.0
景美,456,11.0
木柵,456,10.0
寶橋,456,10.0
金華,456,17.0
安和,456,12.0
復興,456,10.0
南港,456,20.0
舊莊,456,18.0
成德,456,20.0
信義,456,15.0
永吉,456,17.0
莊敬,456,12.0
大直,456,24.0
松江,456,14.0
建國,456,17.0
圓山,456,17.0
八德,456,17.0
中崙,456,15.0
東湖,456,21.0
大湖,456,28.0
內湖,456,22.0
民權,456,19.0
建成,456,21.0
延平,456,21.0
大同,456,22.0
山仔后,456,39.0
天母,456,32.0
福安,456,25.0
社子,456,21.0
劍潭,456,22.0
雙溪,456,27.0
後港,456,23.0
陽明山,456,45.0
光明,456,35.0
關渡,456,33.0
石牌,456,30.0
秀山,456,40.0
華山,457,22.0
忠孝,457,20.0
泉州,457,18.0
古亭,457,12.0
城中,457,25.0
雙園,457,24.0
龍山,457,27.0
萬芳,457,6.0
景美,457,15.0
木柵,457,11.0
寶橋,457,16.0
金華,457,18.0
安和,457,11.0
復興,457,12.0
南港,457,21.0
舊莊,457,19.0
成德,457,21.0
信義,457,17.0
永吉,457,19.0
莊敬,457,11.0
大直,457,23.0
松江,457,17.0
建國,457,20.0
圓山,457,20.0
八德,457,16.0
中崙,457,18.0
東湖,457,23.0
大湖,457,30.0
內湖,457,21.0
民權,457,18.0
建成,457,24.0
延平,457,23.0
大同,457,25.0
山仔后,457,42.0
天母,457,35.0
福安,457,28.0
社子,457,24.0
劍潭,457,26.0
雙溪,457,30.0
後港,457,26.0
陽明山,457,47.0
光明,457,38.0
關渡,457,36.0
石牌,457,33.0
秀山,457,43.0
華山,458,23.0
忠孝,458,20.0
泉州,458,20.0
古亭,458,15.0
城中,458,24.0
雙園,458,28.0
龍山,458,25.0
萬芳,458,16.0
景美,458,18.0
木柵,458,17.0
寶橋,458,22.0
金華,458,19.0
安和,458,12.0
復興,458,14.0
南港,458,22.0
舊莊,458,21.0
成德,458,16.0
信義,458,11.0
永吉,458,13.0
莊敬,458,5.0
大直,458,22.0
松江,458,19.0
建國,458,22.0
圓山,458,22.0
八德,458,16.0
中崙,458,18.0
東湖,458,23.0
大湖,458,30.0
內湖,458,21.0
民權,458,17.0
建成,458,26.0
延平,458,20.0
大同,458,27.0
山仔后,458,36.0
天母,458,37.0
福安,458,30.0
社子,458,26.0
劍潭,458,28.0
雙溪,458,28.0
後港,458,28.0
陽明山,458,41.0
光明,458,40.0
關渡,458,38.0
石牌,458,35.0
秀山,458,38.0
華山,459,19.0
忠孝,459,16.0
泉州,459,18.0
古亭,459,12.0
城中,459,19.0
雙園,459,23.0
龍山,459,20.0
萬芳,459,12.0
景美,459,15.0
木柵,459,14.0
寶橋,459,19.0
金華,459,15.0
安和,459,7.0
復興,459,10.0
南港,459,18.0
舊莊,459,18.0
成德,459,13.0
信義,459,8.0
永吉,459,10.0
莊敬,459,1.0
大直,459,17.0
松江,459,15.0
建國,459,18.0
圓山,459,18.0
八德,459,10.0
中崙,459,14.0
東湖,459,17.0
大湖,459,24.0
內湖,459,15.0
民權,459,12.0
建成,459,22.0
延平,459,16.0
大同,459,23.0
山仔后,459,32.0
天母,459,33.0
福安,459,26.0
社子,459,22.0
劍潭,459,24.0
雙溪,459,22.0
後港,459,24.0
陽明山,459,37.0
光明,459,36.0
關渡,459,34.0
石牌,459,31.0
秀山,459,37.0
華山,460,16.0
忠孝,460,13.0
泉州,460,21.0
古亭,460,15.0
城中,460,17.0
雙園,460,21.0
龍山,460,17.0
萬芳,460,14.0
景美,460,17.0
木柵,460,16.0
寶橋,460,21.0
金華,460,17.0
安和,460,10.0
復興,460,12.0
南港,460,16.0
舊莊,460,14.0
成德,460,11.0
信義,460,5.0
永吉,460,7.0
莊敬,460,5.0
大直,460,13.0
松江,460,14.0
建國,460,16.0
圓山,460,16.0
八德,460,6.0
中崙,460,12.0
東湖,460,14.0
大湖,460,21.0
內湖,460,12.0
民權,460,8.0
建成,460,19.0
延平,460,13.0
大同,460,20.0
山仔后,460,32.0
天母,460,32.0
福安,460,25.0
社子,460,21.0
劍潭,460,23.0
雙溪,460,19.0
後港,460,23.0
陽明山,460,37.0
光明,460,35.0
關渡,460,33.0
石牌,460,30.0
秀山,460,36.0
華山,461,12.0
忠孝,461,10.0
泉州,461,18.0
古亭,461,18.0
城中,461,14.0
雙園,461,18.0
龍山,461,15.0
萬芳,461,21.0
景美,461,21.0
木柵,461,22.0
寶橋,461,26.0
金華,461,13.0
安和,461,11.0
復興,461,13.0
南港,461,14.0
舊莊,461,15.0
成德,461,10.0
信義,461,7.0
永吉,461,5.0
莊敬,461,12.0
大直,461,13.0
松江,461,11.0
建國,461,16.0
圓山,461,16.0
八德,461,2.0
中崙,461,8.0
東湖,461,13.0
大湖,461,20.0
內湖,461,11.0
民權,461,8.0
建成,461,16.0
延平,461,10.0
大同,461,17.0
山仔后,461,29.0
天母,461,29.0
福安,461,25.0
社子,461,21.0
劍潭,461,19.0
雙溪,461,19.0
後港,461,20.0
陽明山,461,34.0
光明,461,35.0
關渡,461,33.0
石牌,461,30.0
秀山,461,34.0
華山,462,18.0
忠孝,462,14.0
泉州,462,19.0
古亭,462,19.0
城中,462,18.0
雙園,462,22.0
龍山,462,19.0
萬芳,462,23.0
景美,462,22.0
木柵,462,25.0
寶橋,462,28.0
金華,462,17.0
安和,462,15.0
復興,462,17.0
南港,462,15.0
舊莊,462,16.0
成德,462,12.0
信義,462,10.0
永吉,462,9.0
莊敬,462,14.0
大直,462,10.0
松江,462,15.0
建國,462,13.0
圓山,462,13.0
八德,462,5.0
中崙,462,11.0
東湖,462,13.0
大湖,462,17.0
內湖,462,9.0
民權,462,5.0
建成,462,17.0
延平,462,14.0
大同,462,19.0
山仔后,462,30.0
天母,462,29.0
福安,462,22.0
社子,462,18.0
劍潭,462,19.0
雙溪,462,16.0
後港,462,20.0
陽明山,462,36.0
光明,462,32.0
關渡,462,31.0
石牌,462,27.0
秀山,462,31.0
華山,463,18.0
忠孝,463,16.0
泉州,463,18.0
古亭,463,18.0
城中,463,23.0
雙園,463,26.0
龍山,463,23.0
萬芳,463,25.0
景美,463,23.0
木柵,463,26.0
寶橋,463,29.0
金華,463,18.0
安和,463,16.0
復興,463,18.0
南港,463,15.0
舊莊,463,18.0
成德,463,14.0
信義,463,12.0
永吉,463,11.0
莊敬,463,15.0
大直,463,14.0
松江,463,16.0
建國,463,10.0
圓山,463,10.0
八德,463,10.0
中崙,463,12.0
東湖,463,13.0
大湖,463,15.0
內湖,463,6.0
民權,463,8.0
建成,463,17.0
延平,463,19.0
大同,463,16.0
山仔后,463,32.0
天母,463,26.0
福安,463,19.0
社子,463,15.0
劍潭,463,16.0
雙溪,463,16.0
後港,463,17.0
陽明山,463,38.0
光明,463,29.0
關渡,463,28.0
石牌,463,24.0
秀山,463,33.0
華山,464,22.0
忠孝,464,20.0
泉州,464,22.0
古亭,464,23.0
城中,464,23.0
雙園,464,28.0
龍山,464,24.0
萬芳,464,26.0
景美,464,25.0
木柵,464,28.0
寶橋,464,31.0
金華,464,23.0
安和,464,18.0
復興,464,21.0
南港,464,17.0
舊莊,464,22.0
成德,464,15.0
信義,464,13.0
永吉,464,12.0
莊敬,464,16.0
大直,464,16.0
松江,464,19.0
建國,464,12.0
圓山,464,13.0
八德,464,11.0
中崙,464,16.0
東湖,464,18.0
大湖,464,20.0
內湖,464,12.0
民權,464,13.0
建成,464,21.0
延平,464,20.0
大同,464,18.0
山仔后,464,22.0
天母,464,28.0
福安,464,22.0
社子,464,17.0
劍潭,464,18.0
雙溪,464,18.0
後港,464,19.0
陽明山,464,28.0
光明,464,31.0
關渡,464,30.0
石牌,464,27.0
秀山,464,32.0
華山,465,17.0
忠孝,465,14.0
泉州,465,20.0
古亭,465,19.0
城中,465,19.0
雙園,465,23.0
龍山,465,20.0
萬芳,465,24.0
景美,465,24.0
木柵,465,26.0
寶橋,465,29.0
金華,465,17.0
安和,465,16.0
復興,465,19.0
南港,465,17.0
舊莊,465,16.0
成德,465,15.0
信義,465,14.0
永吉,465,13.0
莊敬,465,15.0
大直,465,6.0
松江,465,15.0
建國,465,12.0
圓山,465,10.0
八德,465,12.0
中崙,465,15.0
東湖,465,15.0
大湖,465,15.0
內湖,465,10.0
民權,465,7.0
建成,465,17.0
延平,465,15.0
大同,465,17.0
山仔后,465,25.0
天母,465,23.0
福安,465,20.0
社子,465,16.0
劍潭,465,15.0
雙溪,465,9.0
後港,465,17.0
陽明山,465,30.0
光明,465,30.0
關渡,465,29.0
石牌,465,23.0
秀山,465,35.0
華山,466,23.0
忠孝,466,20.0
泉州,466,26.0
古亭,466,25.0
城中,466,24.0
雙園,466,28.0
龍山,466,25.0
萬芳,466,29.0
景美,466,29.0
木柵,466,31.0
寶橋,466,34.0
金華,466,22.0
安和,466,21.0
復興,466,24.0
南港,466,22.0
舊莊,466,21.0
成德,466,20.0
信義,466,19.0
永吉,466,18.0
莊敬,466,20.0
大直,466,8.0
松江,466,20.0
建國,466,18.0
圓山,466,16.0
八德,466,17.0
中崙,466,21.0
東湖,466,20.0
大湖,466,15.0
內湖,466,15.0
民權,466,12.0
建成,466,22.0
延平,466,20.0
大同,466,22.0
山仔后,466,24.0
天母,466,26.0
福安,466,26.0
社子,466,21.0
劍潭,466,17.0
雙溪,466,12.0
後港,466,22.0
陽明山,466,30.0
光明,466,32.0
關渡,466,31.0
石牌,466,26.0
秀山,466,34.0
華山,468,29.0
忠孝,468,25.0
泉州,468,30.0
古亭,468,30.0
城中,468,32.0
雙園,468,38.0
龍山,468,36.0
萬芳,468,36.0
景美,468,35.0
木柵,468,39.0
寶橋,468,40.0
金華,468,28.0
安和,468,33.0
復興,468,29.0
南港,468,33.0
舊莊,468,31.0
成德,468,30.0
信義,468,29.0
永吉,468,28.0
莊敬,468,30.0
大直,468,16.0
松江,468,26.0
建國,468,23.0
圓山,468,21.0
八德,468,27.0
中崙,468,25.0
東湖,468,31.0
大湖,468,29.0
內湖,468,26.0
民權,468,23.0
建成,468,28.0
延平,468,32.0
大同,468,27.0
山仔后,468,21.0
天母,468,25.0
福安,468,28.0
社子,468,25.0
劍潭,468,17.0
雙溪,468,11.0
後港,468,23.0
陽明山,468,26.0
光明,468,32.0
關渡,468,31.0
石牌,468,25.0
秀山,468,31.0
華山,469,26.0
忠孝,469,22.0
泉州,469,27.0
古亭,469,26.0
城中,469,28.0
雙園,469,34.0
龍山,469,32.0
萬芳,469,33.0
景美,469,32.0
木柵,469,36.0
寶橋,469,37.0
金華,469,24.0
安和,469,30.0
復興,469,25.0
南港,469,30.0
舊莊,469,28.0
成德,469,27.0
信義,469,26.0
永吉,469,25.0
莊敬,469,27.0
大直,469,12.0
松江,469,23.0
建國,469,19.0
圓山,469,18.0
八德,469,24.0
中崙,469,22.0
東湖,469,28.0
大湖,469,23.0
內湖,469,23.0
民權,469,19.0
建成,469,25.0
延平,469,29.0
大同,469,25.0
山仔后,469,10.0
天母,469,22.0
福安,469,24.0
社子,469,22.0
劍潭,469,13.0
雙溪,469,8.0
後港,469,19.0
陽明山,469,15.0
光明,469,29.0
關渡,469,28.0
石牌,469,22.0
秀山,469,33.0
華山,470,29.0
忠孝,470,25.0
泉州,470,36.0
古亭,470,33.0
城中,470,32.0
雙園,470,38.0
龍山,470,36.0
萬芳,470,40.0
景美,470,39.0
木柵,470,43.0
寶橋,470,44.0
金華,470,28.0
安和,470,36.0
復興,470,32.0
南港,470,38.0
舊莊,470,36.0
成德,470,35.0
信義,470,34.0
永吉,470,33.0
莊敬,470,36.0
大直,470,21.0
松江,470,26.0
建國,470,24.0
圓山,470,21.0
八德,470,30.0
中崙,470,28.0
東湖,470,34.0
大湖,470,34.0
內湖,470,31.0
民權,470,28.0
建成,470,28.0
延平,470,32.0
大同,470,29.0
山仔后,470,11.0
天母,470,25.0
福安,470,28.0
社子,470,25.0
劍潭,470,17.0
雙溪,470,14.0
後港,470,23.0
陽明山,470,14.0
光明,470,30.0
關渡,470,31.0
石牌,470,25.0
秀山,470,32.0
華山,471,30.0
忠孝,471,26.0
泉州,471,34.0
古亭,471,34.0
城中,471,32.0
雙園,471,38.0
龍山,471,36.0
萬芳,471,40.0
景美,471,39.0
木柵,471,43.0
寶橋,471,45.0
金華,471,28.0
安和,471,36.0
復興,471,33.0
南港,471,39.0
舊莊,471,37.0
成德,471,36.0
信義,471,35.0
永吉,471,33.0
莊敬,471,36.0
大直,471,21.0
松江,471,27.0
建國,471,25.0
圓山,471,22.0
八德,471,31.0
中崙,471,29.0
東湖,471,35.0
大湖,471,35.0
內湖,471,32.0
民權,471,28.0
建成,471,29.0
延平,471,32.0
大同,471,29.0
山仔后,471,10.0
天母,471,24.0
福安,471,28.0
社子,471,26.0
劍潭,471,17.0
雙溪,471,14.0
後港,471,23.0
陽明山,471,12.0
光明,471,28.0
關渡,471,31.0
石牌,471,26.0
秀山,471,30.0
華山,472,33.0
忠孝,472,29.0
泉州,472,38.0
古亭,472,37.0
城中,472,36.0
雙園,472,42.0
龍山,472,40.0
萬芳,472,44.0
景美,472,43.0
木柵,472,47.0
寶橋,472,48.0
金華,472,32.0
安和,472,40.0
復興,472,36.0
南港,472,42.0
舊莊,472,40.0
成德,472,39.0
信義,472,39.0
永吉,472,37.0
莊敬,472,40.0
大直,472,25.0
松江,472,30.0
建國,472,28.0
圓山,472,26.0
八德,472,34.0
中崙,472,32.0
東湖,472,38.0
大湖,472,38.0
內湖,472,35.0
民權,472,32.0
建成,472,32.0
延平,472,36.0
大同,472,33.0
山仔后,472,8.0
天母,472,22.0
福安,472,32.0
社子,472,29.0
劍潭,472,21.0
雙溪,472,18.0
後港,472,27.0
陽明山,472,10.0
光明,472,26.0
關渡,472,35.0
石牌,472,29.0
秀山,472,28.0
華山,473,35.0
忠孝,473,31.0
泉州,473,40.0
古亭,473,39.0
城中,473,37.0
雙園,473,43.0
龍山,473,41.0
萬芳,473,45.0
景美,473,45.0
木柵,473,48.0
寶橋,473,50.0
金華,473,33.0
安和,473,41.0
復興,473,38.0
南港,473,44.0
舊莊,473,42.0
成德,473,41.0
信義,473,40.0
永吉,473,39.0
莊敬,473,41.0
大直,473,27.0
松江,473,32.0
建國,473,30.0
圓山,473,27.0
八德,473,36.0
中崙,473,34.0
東湖,473,40.0
大湖,473,40.0
內湖,473,37.0
民權,473,34.0
建成,473,34.0
延平,473,38.0
大同,473,34.0
山仔后,473,8.0
天母,473,21.0
福安,473,33.0
社子,473,31.0
劍潭,473,22.0
雙溪,473,20.0
後港,473,28.0
陽明山,473,6.0
光明,473,25.0
關渡,473,37.0
石牌,473,28.0
秀山,473,24.0
華山,474,35.0
忠孝,474,31.0
泉州,474,40.0
古亭,474,39.0
城中,474,37.0
雙園,474,44.0
龍山,474,41.0
萬芳,474,46.0
景美,474,45.0
木柵,474,48.0
寶橋,474,50.0
金華,474,33.0
安和,474,42.0
復興,474,38.0
南港,474,44.0
舊莊,474,42.0
成德,474,41.0
信義,474,40.0
永吉,474,39.0
莊敬,474,41.0
大直,474,27.0
松江,474,32.0
建國,474,30.0
圓山,474,27.0
八德,474,36.0
中崙,474,34.0
東湖,474,40.0
大湖,474,40.0
內湖,474,37.0
民權,474,34.0
建成,474,34.0
延平,474,38.0
大同,474,34.0
山仔后,474,12.0
天母,474,17.0
福安,474,33.0
社子,474,31.0
劍潭,474,23.0
雙溪,474,20.0
後港,474,28.0
陽明山,474,10.0
光明,474,21.0
關渡,474,33.0
石牌,474,23.0
秀山,474,28.0
華山,475,39.0
忠孝,475,35.0
泉州,475,44.0
古亭,475,43.0
城中,475,41.0
雙園,475,47.0
龍山,475,45.0
萬芳,475,49.0
景美,475,48.0
木柵,475,52.0
寶橋,475,54.0
金華,475,37.0
安和,475,45.0
復興,475,42.0
南港,475,48.0
舊莊,475,46.0
成德,475,45.0
信義,475,44.0
永吉,475,43.0
莊敬,475,45.0
大直,475,31.0
松江,475,36.0
建國,475,34.0
圓山,475,31.0
八德,475,40.0
中崙,475,38.0
東湖,475,44.0
大湖,475,44.0
內湖,475,41.0
民權,475,37.0
建成,475,38.0
延平,475,42.0
大同,475,38.0
山仔后,475,14.0
天母,475,21.0
福安,475,37.0
社子,475,35.0
劍潭,475,26.0
雙溪,475,24.0
後港,475,32.0
陽明山,475,12.0
光明,475,24.0
關渡,475,37.0
石牌,475,27.0
秀山,475,29.0
華山,476,40.0
忠孝,476,37.0
泉州,476,45.0
古亭,476,45.0
城中,476,43.0
雙園,476,49.0
龍山,476,47.0
萬芳,476,51.0
景美,476,50.0
木柵,476,54.0
寶橋,476,55.0
金華,476,39.0
安和,476,47.0
復興,476,43.0
南港,476,50.0
舊莊,476,48.0
成德,476,47.0
信義,476,46.0
永吉,476,44.0
莊敬,476,47.0
大直,476,32.0
松江,476,37.0
建國,476,36.0
圓山,476,33.0
八德,476,42.0
中崙,476,40.0
東湖,476,45.0
大湖,476,45.0
